"DE_BFARM_IDs"
"DE-BFARM-00000398"
"DE-BFARM-00001048"
"DE-BFARM-00001502"
"DE-BFARM-00001677"
"DE-BFARM-00003922"
"DE-BFARM-00005243"
"DE-BFARM-00200088"
"DE-BFARM-00500119"
"DE-BFARM-01000203"
"DE-BFARM-01000218"
"DE-BFARM-01003607"
"DE-BFARM-01003854"
"DE-BFARM-01004277"
"DE-BFARM-01004540"
"DE-BFARM-01004543"
"DE-BFARM-01008523"
"DE-BFARM-02001075"
"DE-BFARM-02005286"
"DE-BFARM-02005417"
"DE-BFARM-02005472"
"DE-BFARM-02005507"
"DE-BFARM-02014497"
"DE-BFARM-02014713"
"DE-BFARM-03001863"
"DE-BFARM-03007542"
"DE-BFARM-03014760"
"DE-BFARM-03015398"
"DE-BFARM-03017228"
"DE-BFARM-03901094"
"DE-BFARM-04000337"
"DE-BFARM-04000341"
"DE-BFARM-04000532"
"DE-BFARM-04000602"
"DE-BFARM-04000888"
"DE-BFARM-04001156"
"DE-BFARM-04003543"
"DE-BFARM-04007415"
"DE-BFARM-04010789"
"DE-BFARM-04013785"
"DE-BFARM-04014894"
"DE-BFARM-04900153"
"DE-BFARM-04900261"
"DE-BFARM-05001295"
"DE-BFARM-05002223"
"DE-BFARM-05003033"
"DE-BFARM-05005285"
"DE-BFARM-05006363"
"DE-BFARM-05008833"
"DE-BFARM-05014574"
"DE-BFARM-06006917"
"DE-BFARM-06007255"
"DE-BFARM-06016435"
"DE-BFARM-06017982"
"DE-BFARM-06023982"
"DE-BFARM-06038416"
"DE-BFARM-06060394"
"DE-BFARM-06061370"
"DE-BFARM-06062913"
"DE-BFARM-07002096"
"DE-BFARM-07004211"
"DE-BFARM-07004225"
"DE-BFARM-07008436"
"DE-BFARM-07040910"
"DE-BFARM-07040918"
"DE-BFARM-07040943"
"DE-BFARM-07040969"
"DE-BFARM-07040984"
"DE-BFARM-07066724"
"DE-BFARM-07072184"
"DE-BFARM-07079887"
"DE-BFARM-07082756"
"DE-BFARM-07093725"
"DE-BFARM-07126992"
"DE-BFARM-08001542"
"DE-BFARM-08007496"
"DE-BFARM-08007532"
"DE-BFARM-08008088"
"DE-BFARM-08008191"
"DE-BFARM-08008772"
"DE-BFARM-08008800"
"DE-BFARM-08008924"
"DE-BFARM-08009364"
"DE-BFARM-08013455"
"DE-BFARM-08014066"
"DE-BFARM-08014098"
"DE-BFARM-08014364"
"DE-BFARM-08015101"
"DE-BFARM-08015199"
"DE-BFARM-08015243"
"DE-BFARM-08015815"
"DE-BFARM-08015838"
"DE-BFARM-08016966"
"DE-BFARM-08017001"
"DE-BFARM-08017073"
"DE-BFARM-08017209"
"DE-BFARM-08027236"
"DE-BFARM-08027908"
"DE-BFARM-08029718"
"DE-BFARM-08030339"
"DE-BFARM-08040340"
"DE-BFARM-08045149"
"DE-BFARM-08056499"
"DE-BFARM-08079051"
"DE-BFARM-08148233"
"DE-BFARM-08153261"
"DE-BFARM-09002013"
"DE-BFARM-09003345"
"DE-BFARM-09028257"
"DE-BFARM-09042783"
"DE-BFARM-09043574"
"DE-BFARM-09075383"
"DE-BFARM-09080153"
"DE-BFARM-09082268"
"DE-BFARM-09108231"
"DE-BFARM-09122238"
"DE-BFARM-09122742"
"DE-BFARM-09125670"
"DE-BFARM-09132458"
"DE-BFARM-09158678"
"DE-BFARM-09159159"
"DE-BFARM-09167412"
"DE-BFARM-10004730"
"DE-BFARM-10005201"
"DE-BFARM-10005572"
"DE-BFARM-10019034"
"DE-BFARM-10022672"
"DE-BFARM-10023001"
"DE-BFARM-10023742"
"DE-BFARM-10025938"
"DE-BFARM-10026789"
"DE-BFARM-10027526"
"DE-BFARM-10029052"
"DE-BFARM-10030565"
"DE-BFARM-10039872"
"DE-BFARM-10039985"
"DE-BFARM-10041281"
"DE-BFARM-10041735"
"DE-BFARM-10055156"
"DE-BFARM-10061500"
"DE-BFARM-10065128"
"DE-BFARM-10069559"
"DE-BFARM-10073371"
"DE-BFARM-10073372"
"DE-BFARM-10082686"
"DE-BFARM-10086782"
"DE-BFARM-10098330"
"DE-BFARM-10099355"
"DE-BFARM-10109463"
"DE-BFARM-10127214"
"DE-BFARM-10134839"
"DE-BFARM-10169591"
"DE-BFARM-10169778"
"DE-BFARM-10170722"
"DE-BFARM-10185892"
"DE-BFARM-10189622"
"DE-BFARM-11046534"
"DE-BFARM-11084620"
"DE-BFARM-11091661"
"DE-BFARM-11096429"
"DE-BFARM-11128636"
"DE-BFARM-11129476"
"DE-BFARM-11163931"
"DE-BFARM-11225221"
"DE-BFARM-11225341"
"DE-BFARM-12006430"
"DE-BFARM-12051132"
"DE-BFARM-12055703"
"DE-BFARM-12061933"
"DE-BFARM-12081926"
"DE-BFARM-12085737"
"DE-BFARM-12087304"
"DE-BFARM-12097414"
"DE-BFARM-12098703"
"DE-BFARM-12111658"
"DE-BFARM-12116455"
"DE-BFARM-12123320"
"DE-BFARM-12145923"
"DE-BFARM-12168491"
"DE-BFARM-12188431"
"DE-BFARM-12227019"
"DE-BFARM-13028833"
"DE-BFARM-13031328"
"DE-BFARM-13131230"
"DE-BFARM-13336305"
"DE-BFARM-13362107"
"DE-BFARM-13362156"
"DE-BFARM-13363801"
"DE-BFARM-13363802"
"DE-BFARM-13382181"
"DE-BFARM-13383461"
"DE-BFARM-13399278"
"DE-BFARM-14036341"
"DE-BFARM-14057452"
"DE-BFARM-14059004"
"DE-BFARM-14063910"
"DE-BFARM-14068788"
"DE-BFARM-14075647"
"DE-BFARM-14110745"
"DE-BFARM-14111063"
"DE-BFARM-14222171"
"DE-BFARM-14225887"
"DE-BFARM-14240787"
"DE-BFARM-14259471"
"DE-BFARM-14259590"
"DE-BFARM-14278671"
"DE-BFARM-14278749"
"DE-BFARM-14303836"
"DE-BFARM-14344932"
"DE-BFARM-14360921"
"DE-BFARM-14366004"
"DE-BFARM-14373331"
"DE-BFARM-15052153"
"DE-BFARM-15108734"
"DE-BFARM-15152582"
"DE-BFARM-15162093"
"DE-BFARM-15212241"
"DE-BFARM-15321283"
"DE-BFARM-16004713"
"DE-BFARM-16046667"
"DE-BFARM-92002025"
"DE-BFARM-92003776"
"DE-BFARM-92008030"
"DE-BFARM-92008032"
"DE-BFARM-92010246"
"DE-BFARM-92900215"
"DE-BFARM-92900471"
"DE-BFARM-92900645"
"DE-BFARM-92900655"
"DE-BFARM-93003602"
"DE-BFARM-93004860"
"DE-BFARM-93004890"
"DE-BFARM-93004891"
"DE-BFARM-93009078"
"DE-BFARM-93011023"
"DE-BFARM-93011025"
"DE-BFARM-93011100"
"DE-BFARM-93013371"
"DE-BFARM-93900184"
"DE-BFARM-93900269"
"DE-BFARM-94006177"
"DE-BFARM-94009104"
"DE-BFARM-94012275"
"DE-BFARM-94014126"
"DE-BFARM-94900202"
"DE-BFARM-95000542"
"DE-BFARM-95000560"
"DE-BFARM-95001740"
"DE-BFARM-95001742"
"DE-BFARM-95003068"
"DE-BFARM-95003071"
"DE-BFARM-95003869"
"DE-BFARM-95005911"
"DE-BFARM-95005913"
"DE-BFARM-95005914"
"DE-BFARM-95005917"
"DE-BFARM-95005918"
"DE-BFARM-95900195"
"DE-BFARM-95900243"
"DE-BFARM-95900664"
"DE-BFARM-95901189"
"DE-BFARM-96005154"
"DE-BFARM-96008197"
"DE-BFARM-96008678"
"DE-BFARM-96016514"
"DE-BFARM-96016515"
"DE-BFARM-96016516"
"DE-BFARM-96016528"
"DE-BFARM-96020742"
"DE-BFARM-96900009"
"DE-BFARM-96900246"
"DE-BFARM-97000100"
"DE-BFARM-97000114"
"DE-BFARM-97000116"
"DE-BFARM-97000960"
"DE-BFARM-97000973"
"DE-BFARM-97001411"
"DE-BFARM-97002136"
"DE-BFARM-97002596"
"DE-BFARM-97006279"
"DE-BFARM-97006350"
"DE-BFARM-97006351"
"DE-BFARM-97007453"
"DE-BFARM-97900100"
"DE-BFARM-98000010"
"DE-BFARM-98003748"
"DE-BFARM-98004998"
"DE-BFARM-98005926"
"DE-BFARM-98006120"
"DE-BFARM-98006992"
"DE-BFARM-98006993"
"DE-BFARM-98006997"
"DE-BFARM-98007012"
"DE-BFARM-98007396"
"DE-BFARM-98008087"
"DE-BFARM-98008314"
"DE-BFARM-98008331"
"DE-BFARM-98008653"
"DE-BFARM-98008657"
"DE-BFARM-98009253"
"DE-BFARM-98900275"
"DE-BFARM-98900371"
"DE-BFARM-99000792"
"DE-BFARM-99000793"
"DE-BFARM-99000802"
"DE-BFARM-99001079"
"DE-BFARM-99001177"
"DE-BFARM-99001427"
"DE-BFARM-99001473"
"DE-BFARM-99001898"
"DE-BFARM-99001899"
"DE-BFARM-99001908"
"DE-BFARM-99001912"
"DE-BFARM-99002397"
"DE-BFARM-99002532"
"DE-BFARM-99002548"
"DE-BFARM-99002890"
"DE-BFARM-99003584"
"DE-BFARM-99004052"
"DE-BFARM-99004067"
"DE-BFARM-99005384"
"DE-BFARM-99005518"
"DE-BFARM-99006185"
"DE-BFARM-99006493"
